NU_ANO_SAEB|CO_UF|CO_MUNICIPIO|IN_CAPITAL|IN_PREENCHIMENTO|CO_TRATAMENTO|DT_PREENCHIMENTO|MG1Q01|MG1Q02|MG1Q03|MG1Q04|MG1Q05|MG1Q06|MG1Q07|MG1Q08_A|MG1Q08_B|MG1Q08_C|MG1Q08_D|MG1Q08_E|MG1Q08_F|MG1Q08_G|MG1Q09|MG1Q10|MG1Q11|MG1Q12|MG1Q13|MG2Q01|MG2Q02|MG2Q03|MG2Q04|MG2Q05|MG2Q06|MG2Q07|MG2Q08|MG2Q09|MG2Q10|MG2Q11|MG2Q12|MG2Q13|MG2Q14|MG2Q15|MG2Q16|MG2Q17|MG2Q18|MG2Q19|MG2Q20|MG2Q21|MG2Q22|MG2Q23|MG2Q24|MG2Q25|MG2Q26|MG2Q27|MG2Q28|MG2Q29|MG2Q30|MG2Q31|MG2Q32|MG2Q33|MG2Q34|MG2Q35_A|MG2Q35_B|MG2Q35_C|MG2Q35_D|MG2Q35_E|MG2Q35_F|MG2Q35_G|MG2Q35_H|MG2Q35_I|MG2Q35_J|MG2Q36|MG2Q37|MG2Q38|MG2Q39|MG2Q40|MG2Q41|MG2Q42|MG3Q01|MG3Q02|MG3Q03|MG3Q04|MG3Q05|MG3Q06|MG3Q07|MG3Q08|MG3Q09|MG3Q10|MG3Q11|MG3Q12|MG3Q13|MG3Q14|MG3Q15|MG3Q16|MG3Q17|MG3Q18|MG3Q19|MG3Q20|MG3Q21|MG4Q01|MG4Q02|MG4Q03|MG4Q04|MG4Q05|MG4Q06|MG4Q07|MG4Q08|MG4Q09|MG4Q10|MG5Q01|MG5Q02_A|MG5Q02_B|MG5Q02_C|MG5Q02_D|MG5Q02_E|MG5Q02_F|MG5Q02_G|MG5Q03|MG5Q04_A|MG5Q04_B|MG5Q04_C|MG5Q05_A|MG5Q05_B|MG5Q05_C|MG5Q05_D|MG5Q05_E|MG5Q05_F|MG5Q05_G|MG5Q06|MG5Q07_A|MG5Q07_B|MG5Q07_C|MG5Q07_D|MG5Q07_E|MG5Q07_F|MG5Q07_G|MG5Q07_H|MG5Q07_I|MG5Q08|MG6Q01|MG6Q02|MG6Q03|MG6Q04|MG6Q05_A|MG6Q05_B|MG6Q05_C|MG6Q05_D|MG6Q06|MG6Q07|MG6Q08_A|MG6Q08_B|MG6Q08_C|MG6Q08_D|MG6Q08_E|MG6Q08_F|MG6Q08_G|MG6Q08_H|MG6Q09_A|MG6Q10|MG7Q01
2021|31|3122454|0|1|0|18OCT2021|B|47|A|B|D|B|A|A|||D|||||24||A|B|A|A|B|A|B|25|A|A|A|A|A|A|B||A|A|B|A|B|B|B||C|B|B|B|B|B|B|B|B|B|B|||B||D|||G|||||B|B|B|B|B|B|A|51|B|A|B|A|B|A|A|A|A|A|B|B|A|A|A|A|A|A|A|A|A|A|108|B|A|B|A|A|A|B||||||||B|||||||||||A|A|B|||E|F|G|H|||C|C|C|C||B|||A|A||||||||||B|
2021|31|3122470|0|1|0|10NOV2021|B|40|A|B|D|A|A|A||||||||20|1|A|B|B|A|B|A|B|3|A|A|A|B|B|B|||A|B|B|B||B|||C|B|B|B|B|B|B|B|A|B|B||||C|D|||||I|||A|A|A|A|A|B|A|0|B|A|B|A|B|A|B||B|B||||||||||A|A|B|0|B|A|B|A|B||A|||C||E|||B|||||||||||B|||||||||||B|A|A|B||B|||B|B|A|B|C|||||||B|Não.
2021|31|3122504|0|1|0|15OCT2021|A|45|A|B|D|A|A|A||||||||12|8|A|B|B|A|A|A|B|120|A|A|A|A|B|B|B||A|B|B|B|B|B|B||C|B|B|B|B|B|B|B|B|B|B|||||||F|||I|J|Compra de terreno para construção de creche|B|A|A|A|B|B|A|15|B|A|B|A|B|A|A|A|B|B||||||||||A|A|B|105|A|A|B|A|A|A|A|||C|||||A||B||A|||||||A|A||||||||||B|B|B|B||B|||A|A||||||||||B|
2021|31|3122603|0|1|0|12NOV2021|B|40|C|B|D|A|A|A||||||||20|5|A|B|B|A|B|A|B|||||||||||||||||||||||||||||||||||||||||||||||A|0|B|A|B|||||||||||||||||A|A|B|0|B|A|B|A|B||B||||||||A||B||||||E||G|B|||||||||||A|A|A|A||B|||B|B|A||C|||||||B|Sem sugestões.
2021|31|3122702|0|1|0|14OCT2021|B|56|C|B|D|A|A||||D|||||30|1|A|B|A|A|A|A|A|93|A|A|A|A|A|A|B||A|A|B|B|A|B|||A|A|A|A|A|B|A|A|A|B|B|||||D|||G||I|||A|A|A|A|A|A|A|32|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|B|61|A|A|A|A|A||A|A|B|C||E|||A|A|B|||B||||||A|||||||||||A|A|A|A||B|||A|A|A|B|C||E|||||B|
2021|31|3122801|0|1|0|03NOV2021|B|46|A|B|D|A|A|A||||||||23|7|A|B|B|A|B|A|B|3|A|A|A|A|A|A|B||A|B|B|A|B|B|B||A|B|B|B|A|B|B|A|A|B|B|||||D||F|G|||||A|A|A|A|A|B|A|0|A|A|A|A|B|A|A|A|B|B||||||||||A|A|B||A|A|A|A|A|A|A|A|B|C||E|||A|A|B|||B||||||A|A|B|C|D|E|F|G|H|||B|A|A|B||B|||A|A|A|B|C|D|E|||||B|Nenhuma sugestão
2021|31|3122900|0|1|0|20OCT2021|B|52|A|B|D|A|B|||||||||||A|B|B|A|B|A|B|4|B|A|A|A|A|A|B||A|A|B|A|B|B|B||A|A|A|B|A|A|B|A|A|B|B|||B|C||||||I|||A|A|A|A|A|A|A|0|A|A|A|A|B|A|A|A|B|B||||||||||A|B|B|0|A|A|A|A|A|A|A|A|B|C|||||B|||||||||||A||B|C|D|E|F|G|H|||B|A|A|B||B|||A|B|A||C||E|||||B|As opções para respostas deveriam, em algumas perguntas, ter um campo mais abrangente além apenas do sim ou não.
2021|31|3123007|0|1|0|13DEC2021|B|60|A|B|D|A|A|A||C|D|||||28||A|B|A|A|B|A|A|3|A|A|A|A|A|A|||A|B|B|B|B|B|B||C|A|A|A|A|A|A|A|A|B|A|Estudos da Alfabetização;.Projeto Colaborativo em Matemática;.O que é relacionamento interpessoal. Quais as situações de conflito. Como ter qualidade de vida. Atitudes que mudam o nosso desempenho..O Mundo 4.0 e o contexto VUCA. A Educação 4.0 como tendência e não como urgência. A Cultura Digital e a educação. A inovação em sala de aula. O aprendizado por experiência. As ferramentas digitais como aliadas. O professor do futuro..Inteligência emocional e sua aplicação nas relações de trabalho. A capacidade de gerir e lidar com as emoções e sentimentos||B||D||F||||||A|A|A|A|A|B|A|0|A|A|A|A|B|B|A|A|B|B||||||||||A|B|B|1|A|A|A|A|A|A|A|A|B|C|||||B|||||||||||A|A|B|C||E|F|G|H|||C|A|A|C||B|||A|A|A|B|C|||||||B|
2021|31|3123106|0|1|0|19OCT2021|B|38|A|B|C|A|B|||||||||||A|B|B|A|B|A|B|6|A|A|A|A|A|A|B||A|B|B|B|B|B|B||C|A|B|B|A|A|A|A|A|B|B|||||D||F||H||||B|A|A|A|A|B|A|32|A|A|B|A|B|A|A|A|B|B||||||||||A|A|B|60|A|A|B|A|A|A|B||||||||A|A|B|||B|C|||||B|||||||||||B|A|A|B||B|||A|A|A|B||||||||B|estrutura atende a demanda .
2021|31|3123205|0|1|0|05NOV2021|B|57|C|B|E|A|A|A|B|C|D|E||||30|4|B|B|B|A|B|A|A|11|A|A|A|A|A|A|||A|A|A|||||||||||||||||||||||||||||||||||A|55|A|A|A|A|B|A|A|A|B|B||||||||||A|A|A|0|A|A|A|A|A||A|A|B|C||E|||A|A|B|C|||C|||||A|A|B|C|D|E|F|G|H|I|Avaliação dos discentes.|A|A|A|A|A||||A|A|A|B|C|D|E|||||B|Uma abordagem mais ampla sobre o atendimento educacional especializado.
2021|31|3123304|0|1|0|27DEC2021|B|48|A|B|C|A|B|||||||||||A|B|A|A|B|A|B||A|A|A|A|A|A|B||A|A|B|B|A|B|||B|A|A|A|A|A|A|A|A|A||||B||D|||G|||||A|A|A|A|A|A|A||A|A|A|A|B|A|A|A|B|B||||||||||A|A|B||A|A|A|A|A|A|A|A|B|C|||||A|A|B||A|||D||||A|||C||E|F|G|H|||A|A|A|A||B|||A|A|A||C|D|E|||||B|
2021|31|3123403|0|1|0|06DEC2021|B|45|A|B|D|B|B|||||||||||A|B|B|A|B|A|B|2|A|A|A|A|A|A|A|Participamos de concurso com uma empresa Lhoast de mineração sediada no município.|A|A|A|A|A|B|B||C|B|B|B|A|A|B|A|B|A|B|||B||D|||G|||||A|A|B|A|A|B|A|0|B|A||A|B|A|A|A|A|A|B|B|A|A|A|A|A|A|A|A|B|B|0|B|A|B|A|A|A|B||||||||B|||||||||||A||B|||E|F|G|H|||A|A|A|A||B|||A|A|A|B|C||E|||||B|
2021|31|3123502|0|1|0|05NOV2021|B|51|A|B|B||B|||||||||||A|B|B|A|B|A|B|||||||||||||||||||||||||||||||||||||||||||||||A|10|B|B|B|A|B|A|A|A|B|B||||||||||B|B|B|0|B|B|B|B|B||B||||||||B|||||||||||B|||||||||||C|B|C|A||B|||A|A||||||||H||B|Nada a acrescentar.
2021|31|3123528|0|1|0|27DEC2021|B|37|C|B|C|A|A|A||||||||6||A|B|A|A|B|A|B|7|A|A|A|A|A|A|B||A|A|A|B|A|B|B||C|A|A|B|A|A|B|B|A|B|B||A|B||D||||||||A|A|B|A|A|A|A|1|B|A|A|A|B|A|A|A|B|B||||||||||A|A|B|2|B|A|A|A|A|A|A|A|B|C||E|||A||B|||B||||||A||B|C|D|E|F|G|H|||C|A|A|A||B|||A|A|A|B|C|D|E||G|||B|Tudo equivalente com as questões propostas.
2021|31|3123601|0|1|0|29OCT2021|B|59|A|B|D|A|A|A|B|C||E||G|Analista Educacional/Inspetora Escolar|30|2|A|B|B|A|B|A|A|8|A|A|A|A|A|A|B||A|A|A|A|A|B|B||C|A|A|A|A|A|A|A|A|A|A|Alfabetização da Educação Infantil e Ensino Fundamental.||B|||||G||I|||B|A|A|A|A|A|A|1|A|A|A|A|B|B|A|A|B|B||||||||||A|B|A|1|A|A|A|A|A||A|A|B|C||E|||A||B|C||||D||||A|A|B|||E|||H|||A|A|A|A|A|B|||B|B|A||C|||||||B|Muito bom o instrumento.
2021|31|3123700|0|1|0|17NOV2021|A|44|C|B|F|A|A|A|B|C|D|||||25|1|A|A|B|A|B|A|B|||||||||||||||||||||||||||||||||||||||||||||||A|1|A|A|A|A|B|A|B||B|B||||||||||A|A|B|1|A|A|A|A|B||A|A|B|C|||||A|A|B|C|||C|||||A|A||C||E|F|G|H|||A|A|A|B|A||||A|B|A||||E|||||B|
2021|31|3123809|0|1|0|05NOV2021|B|29|A|B|C|A|A|A||||||||5|1|A|B|B|A|B|A|B|6|A|A|A|A|A|A|A|EMATER, CRAS, SEBRAE.|B|B|B|B|B|A||||||||||||||||||||||||||||||||A|1|B|A|B|A|B|A|B||B|B||||||||||A|B|B|1|A|A|B|A|B||A||B|C|||||A|A|B|||||D||||A|A|B|||E|F|G|H|||C|A|A|B||B|||A|B|A|B|C|||||||B|INCLUSÃO DE NOVOS TEMAS.
2021|31|3123858|0|1|0|14OCT2021|B|61|C|B|D|A|A|A||C|D|||||30|9|A|B|B|A|B|A|B|3|B|A|A|A|A|A|B||A|A|B|B|A|B|||C|A|A|A|A|A|A|A|A|B||||B||D|||G|||||A|A|A|A|A|A|A|0|A|A|A|A|B|A|A|A|B|B||||||||||A|A|B|0|B|A|A|A|A|A|A|A|B||||||A|A|B|||B||||||A|A|B|C|D|E|F|G|H|||B|A|A|C||B|||A|A|||C||E|||||B|Não há
2021|31|3123908|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2021|31|3124005|0|1|0|14OCT2021|B|58|A|B|D|A|A|A||C||E||||30|13|A|B|B|A|B|A|B|8|A|A|A|A|A|A|||A|A|B|A|B|B|||A|A|A|A|A|A|A|A|A|A||||B|C|D||||||||A|A|A|A|A|A|A|51|A|A|B|A|A|A|B||B|B||||||||||A|B|B|126|A|A|B|A|B||B||||||||B|||||||||||A|A|B|C|D|||||||C|A|A|C||B|||A|B|A|B|C||E|||||B|O questionário é claro e objetivo. Poderia especificar de forma mais efetiva com relação a quais servidores/ funcionários se quer informações.
2021|31|3124104|0|1|0|25NOV2021|B|58|A|B|D|A|A|A||C|D|E||||30|1|A|B|B|A|B|A||30|A|A|A||A|A|A|Esportes e Cultura|B|A|B||A|A|||A||||||B|||A|A|Educação Infantil||B||D|||||I|||B|A|B|B|A|B|A|1|A|A|B|A|B|A|A|A|A|A|A|A|B|B|A|B|B|A|A|A|A|B|4|A|A|A|A|A|A|A|A|B|C|||||B|||||||||||A|A|B|C|D||||H||||A|A||||||||||||||||||
2021|31|3124203|0|1|0|28OCT2021|B|41|D|B|D|A|A|A||||E||||22|1|A|B|B|A|B|A|B|22|A|A|A|A|A|A|A|Clubes de serviços.|A||||A||B||C|A|||A|A|A|A||||||B|C|||F||||||A|A|A|A|A|B|A|0|A|A|A|A|B|A|B||B|B||||||||||A|B|B|0|A|A|A|A|B||A|||||E|||B|||||||||||A||B|C||E|F|G|H|||B|A|A|B||B|||A||||C||E|||||B|
2021|31|3124302|0|1|0|26NOV2021|B|46|D|B|D|A|A|A|B||D|||||21|6|A|B|A|A|A|A|A|451|A|A|A|A|A|A|B||B|A|B|A|A|B|B||C|A|A|B|A|A|A|A|A|B|B|||B||D||||H||||B|A|B|A|A|A|A|150|A|A|A|A|A|A|A|A|A|A|B|B|A|A|A|A|A|A|A|A|A|B|200|A|A|A|A|A|A|A|A|B||||||A||B|||B||||||A|||||||||||A|A|A|C||B|||A|A|A||C||E|||||B|
2021|31|3124401|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2021|31|3124500|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2021|31|3124609|0|1|0|13OCT2021|B|45|A|B|C|A|A|A||||||||25|1|A|B|B|A|B|A|B|3|B|A|A|B|A|A|||A|B|B|B|B|B|||A|A|B|B|A|A|B|B|A|B||||B||D|||||I||||A||A|A||A|3|B|A|A|A|B|A|B||B|A|B|B|A|A|A|A|A|A|A|A|A|B|3|B|A|B|A|A|A|A|A|B|C|||||A||B|C||B||||||A|||||||||||B|A|A|B||B|||A|A|A|||||||||B|Achei o questionário coerente.
2021|31|3124708|0|1|0|14OCT2021|B|60|A|B|D|A|A|A|||D||F|||30|1|A|B|B|A|B|A|A|||||||||||||||||||||||||||||||||||||||||||||||A|18|B|A|A|A|B|A|B||A|A||||||||||A|A|B|29|B|A|A|A|B||A|A|B|C|||||A||B|||B||||||A|||||||||||B|A|A|A||B|||A|A||B|||E|||||B|
2021|31|3124807|0|1|0|18OCT2021|B|48|A|B|D|A|A|A|||D|||||30|5|A|B|B|A|B|A|B|3|A|A|A|A|A|A|A|SENAR..EMATER.|A|A|B|B|B|B|B||C|B|B|B|B|B|B|B|B|B|B||||||E|||H|I|||A|A|A|A|A|A|A|0|A|A|A|A|B|A|B||B|B||||||||||A|A|B|0|A|A|A|A|B||A|||C|||||B|||||||||||B|||||||||||B|A|A|B||B|||A|B|A|B|C||E|||||B|ESTABELECER MECANISMOS QUE CONTRIBUA NO PROCESSO DE APRENDIZAGEM.
2021|31|3124906|0|1|0|23DEC2021|B|50|A|B|D|A|A|A||C|D|||||30|1|A|B|B|A|B|A|B|4|A|A|A|A|A|A|B||B|A|A|B|B|B|A|Indicação de 50 % dos gestores pelo quadro de magistério|B|B|A|A|A|A|A|A|B|B|B|||B||D||F||||||A|A|A|A|A|B|A|0|A|A|A|A|B|A|B||B|B||||||||||A|A|B|2|A|A|A|A|B||A|A|B|C||E|||B|||||||||||B|||||||||||A|A|A|A||B|||A|A|A|B||D|E|||||B|Recebimento de material didático-pedagógico em quantidade, oferecido pelo governo federal.
2021|31|3125002|0|1|0|10NOV2021|A|39|A|B|D|A|A|A|||D|||||19|5|A|B|B|A|B|A|B|6|A|A|A|A|A|A|B||A|A||A|A||||A|B|A|B|A|B|B|B|A|B|B|||B||D|||||I|||B|A|A|A|A|B|A|27|A|A|A|A|B|A|B||B|B||||||||||A|A|B|32|A|A|A|A|B||A|A|B|C|||||B|||||||||||A|||||||||||C|A|A|A||B|||A|||||D|E|||||B|
2021|31|3125101|0|1|0|14OCT2021|B|49|A|B|D|A|A|A|||D|||||28|2|A|B|B|A|B|A|B|16|A|A|A|A|A|A|A|Secretaria de Meio Ambiente, Cultura, Turismo e Esporte.|A|A|B|A|A|B|A|Escolha pelo perfil em Gestão.|B|A|A|B|A|A|A|A|A|A|B||A|||D||F||||||A|A|A|A|A|B|A|1|A|A|A|A|B|A|A|A|B|B||||||||||A|A|A|1|A|A|A|A|A|A|A|A|B||||||A||B|C||||D|E|||A|A|B|C|D|E|F|G|H|||B|A|A|A||B|||A|A|A||C||E|||||B|Devolutiva mais rápida dos resultados do SAEB e boletim pedagógico.
2021|31|3125200|0|1|0|23DEC2021|B|52|A|B|D|A|A|A||C||||||28|12|A|B|B|A|B|B|B|2|A|A|A|A|A|A|B||A|B|B|B|B|B|B||B|B|B|B|B|B|B|B|B|B|B|||B||D|||G|||||A|A|B|A|A|B|B||||||||||B|B||||||||||A|A|B|0|B|A|B|B|B||B||||||||A||B|||||D||||B|||||||||||B|A|A|A||B|||B|B|A||C|||||||A|Ta ok
2021|31|3125309|0|1|0|03NOV2021|B|49|B|B|C|A|A|A||||||||30|1|A|B|B|A|B|A|B|6|B|A|A|A|A|B|B||A|B|B|B|B|B|B||C|B|A|B|A|A|A|A|A|A|B|||B|C|D||||||||A|A|A|A|A|B|A|0|B|A|B|B|B|B|B||A|A|A|B|A|A|A|A|A|A|A|A|A|B|0|B|A|A|B|A||A|||C|||||A||B||||||E|||A|A||||||G||||A|A|A|A||B|||A|B|A||C|||||||B|
2021|31|3125408|0|1|0|09DEC2021|B|||||||||||||||||||B|A|B|A|B|3||||||||||||||||||||||||||||||||||||||||||||||A|4||||||||||||||||||||A|B|B|3|||||||A|A|B|C|||||A||B|||B||||||A|||||||||||A|A|A|B|A||C||A|A|A|B|||E|||||B|
2021|31|3125507|0|1|0|21OCT2021|B|60|A|B|D|B|A|A||||||||4||A|B|B|A|B|A|A|2|A|A|A|A|A|A|B||A|A|A|A|A|B|B||C|A|A|B|A|A|A|A|A|A|A|Educação Financeira;.Geometria e Matemática;.||||D|||G||I|||A|A|A|A|A|B|A|0|A|A|A|A|B|A|B||B|B||||||||||A|A|B|0|A|A|A|A|B||A|A|B|C|||||A||B|||B||||||A|A|B|||E|F|G|H|||B|A|A|B||B|||A|A|||C|||||||B|Considerei de fácil compreensão e abrangência satisfatória.
2021|31|3125606|0|1|0|09NOV2021|A|50|D|B|C|A|B|||||||||||A|A|B|A|B|A|A|||||||||||||||||||||||||||||||||||||||||||||||A||A|A|B|A|B|A|B||B|B||||||||||A|A|B|2|A|A|B|A|B||A|A|B|C||E|||B|||||||||||B|||||||||||A|A|A|A||B|||A|A|A||C|||||||B|
2021|31|3125705|0|1|0|18OCT2021|B|59|C|B|D|A|A|||C|D|E||||29|5|A|B|B|A|B|A|B|6|A|A|A|B|A|A|A|No Esporte,Cultura ,Lazer e Ação Comunitária.|A|B|B|B|B|B|B||C|B|B|B|B|A|B|B|B|B|B|||B||D|||G|||||A|A|A|A|A|A|A|0|A|A|B|A|B|A|A|A|B|B||||||||||A|B|B|0|A|A|B|A|A|A|A||B|C|||||A|A|B|C||||D|E|||B|||||||||||A|A|A|A||B|||A|B|A||C|||||||B|Sem sugestões.
2021|31|3125804|0|1|0|14OCT2021|B|39|A|B|D|A|A|A||||E||G|Auxiliar na secretaria da escola e outros.|18|12|A|B|B|A|B|A|B|3|B|A|A|B|A|B|B||A|A|B|B|B|B|A|DENTRE O QUADRO DE PROFESSORES EFETIVOS DO MUNICÍPIO.|B|B|A|B|B|A|B|A|A|B|B|||||D|||G||I|||B|A|A|B|B|B|A|0|A|B|A|A|B|A|A|A|B|B||||||||||A|A|B|0|A|A|A|A|A|A|A|||C|||||B|||||||||||A|A|B|C|D|E|F|G|H|I|TODAS DEMANDAS NECESSÁRIAS PARA O BOM ANDAMENTO DAS ESCOLAS.|C|A|A|A||B|||A|B||||||||H|AS PROGRESSÕES FORAM RETIRADAS NA GESTÃO ANTERIOR ATRAVÉS DA LEI Nº 955/2014, QUE REVOGAM OS ARTIGOS 34, 37 E 38 TO|B|NADA DECLARAR.
2021|31|3125903|0|1|0|04NOV2021|B|47|C|B|D|A|A|A|||D|||||25|5|A|B|B|A|A|A|A|12|A|A|A|A|A|A|B||A|A|B|B|B|B|B||A|A|A||A|||A|||B|||||D|||G||I|||A|A|A|A|A|A|A|5|A|A|B|A|B|A|B||B|B||||||||||A|A|B|58|A|A|B|A|B||A|A|B|C|||||A|A|B|||||||F||A|||||||||||A|A|A|B||B|||A|A|A|B|C||E|||||B|Questionário prático e de fácil preenchimento.
2021|31|3125952|0|1|0|23DEC2021|B|46|C|B|C|B|A|A|||D|||||25|1|A|B|B|A|B|A|A|1|B|A|A|A|A|A|||A|A|B|B|B|B|B||A|B|A|B|A|A|B|A|A|B|B|||B||D|||G|||||B|A|A|A|A|B|A|26|A|A|B|A|B|A|A|A|B|B|||||||||||||24|A|A|B|A|A||A|A|B|C|||||B|||||||||||B||||||||||||A|A|A||B|||A|A|A|B|C|D|E|||||B|
2021|31|3126000|0|1|0|22OCT2021|A|51|B|B|D|A|A|A|||D|E||||21|1|A|B|B|A|B|B|B||A|A|A|B|A|A|B||A|B|B|B|B|B|B||C|A|A|B|A|A|A|A|A|A||||B|C||||||I|||B|A|A|A|A|B|A||B|A|A|B|B|A|B||B|B||||||||||A|A|B||B|A|A|B|B||A|A|B||||||A||B||||||E|||A|||||||||||B|A|A|B||B|||B|B|A|B|C|||||||B|
2021|31|3126109|0|1|0|19OCT2021|A|47|C|B|D|A|A|A|B|||||||23|1|A|B|B|A|B|A|B|55|A|A|A|A|A|A|B||A|A|A|B|A|A|B||A|A|A|A|A|A|A|A|A|B|B||||C|||F|||I|||A|A|A|A|A|A|A|202|A|A|A|A|B|A|A|A|B|B||||||||||A|A|B|559|A|A|A|A|A|A|A|A|B|C|||||A|A|B|C|||C|||||A||B|||E|F|G|H|||A|A|A|B||B|||A|A|A|B|C|D|E|||||B|Não se aplica.
2021|31|3126208|0|1|0|18NOV2021|B|40|C|B|C|A|A|A||C||||||13|1|A|B|A|A|A|A|B|10|B|A|A|A|A|A|B||A|B|B|B|B|B|B||C|A|A|B|A|A|B|A|A|A|A|Cursos: educação inclusiva, metodologia, psicologia, língua portuguesa, matemática, educação infantil.||B||D|||G|||||A|A|A|A|A|A|A|40|A|A|A|A|B|A|A|A|B|B||||||||||A|A|A|121|A|A|A|A|A|A|A|||C|D|E|||A|A|B|C|A|||||||A|A|B||||||H|||B|A|A|B||B|||A|A|A|B|C||E|||||B|Cursos para os gestores: secretários de educação, diretores e administrativos em geral.
2021|31|3126307|0|1|0|10NOV2021|A|34|A|B|D|A|A||||D|||||5|5|A|B|B|A|B|A|A|2|B|A|A|A|A|A|B||A|B|B|B|B|B|B||C|B|B|A|B|B|B|B|A|B|B|||||D|E||||I|||B|A|B|B|B|B|A|0|A|A|A|A|B|A|B||B|B||||||||||A|A|B|0|A|A|A|A|B||A|A||C||E|||A||B||||||E|||B|||||||||||C|A|A|A||B|||B|A|A||C||E|||||B|No meu ponto de vista foi totalmente pertinente, somente elogios.
2021|31|3126406|0|1|0|05NOV2021|A|57|C|B|D|A|A|A|||D|||G|Trabalhei na SRE, como assessor da diretora da 36ª SRE, Sete Lagoas MG.|30||A|A|A|A|B|A|B|||||||||||||||||||||||||||||||||||||||||||||||A|25|A|A|B|||||||||||||||||A|B|B|20|B|A|B||||A|A|B|C|||||B|||||||||||A|||||||||||A|A|A||||||||||||||||||Educação empreendedora. Gestão participativa.
2021|31|3126505|0|1|0|14OCT2021|B|48|C|B|C|A|A|A||||||||24||A|B|B|A|B|B|A|6|A|A|A|B|A|A|B||A|B|B|B|A|B|B||B|B|A|B|A|B|B|B|B|B|B|||||D|E||G|||||A|A|A|A|A|A|A|2|A|A|A|A|B|A|A|A|B|B||||||||||A|A|B|3|A|A|A|A|A|A|A|A|B|C||E|||A||B|C||B||||||A||B|||E|F|G|H|||B|B|B|B||B|||A|A||||||||||B|Temas da sociedade que são atuais, como direitos e deveres das crianças e adolescentes.
2021|31|3126604|0|1|0|23DEC2021|A|46|C|B|D|B|B|||||||||||A|A|B|A|B|A|B|6|B|A|A|A|A|B|B||A|A|B|B|B|B|B||C|B|A|B|A|A|B|B|A|B|B|||B|||||G|||||A|A|A|A|A|B|A|0|B|A|B|B|B|A|B||B|B||||||||||A|A|B|0|B|A|A|B|B||A|A|B|||E|||A||B|C||||D||||B|||||||||||A|A|A|A||B|||B|B|A||C|||||||B|Enviar os questionários em tempo  hábil.
2021|31|3126703|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
2021|31|3126752|0|1|0|04NOV2021|B|46|C|B|C|A|A|A||||||||25||A|B|B|B|B|A|B|6|B|A|A|A|A|A|B||B|B|A|B|B|A|||C|B|B|B|A|B|B|A|A|B|B|||||D|||G||I|||B|A|A|A|A|B|A|2|A|A|A|A|B|B|A|A|B|B||||||||||A|B|A|4|A|A|A|A|A|A|A|A|B|C|||||A||B|||B||||||A||B|C|D|E|F|G|H|||A|A|A|A||B|||A|A|A|B|C|D|E|||||A|Este ano de 2021, seria bom não ter avaliação externa para os alunos, pois foi um ano com aulas remotas e sabemos que é muito difícil os alunos desenvolverem todas habilidades para a série em que estuda. Nada é capa de substituir a interação professor aluno dentro da sala de aula. Diante disso preocupamos com o resultado dessa avaliação
2021|31|3126802|0|1|0|05NOV2021|A|44|B|B|D|A|A|A||||||||20|1|A|A|A|A|B|A|B|5|A|A|A|A|A|A|A|Secretaria Municipal de Esporte, Cultura e Turismo.|A||||||||C||A|||A|A|A||||||B|C||||G|||||A|A|A|A|A|A|A|2|A|A|B|A|B|A|B||B|B||||||||||A|A|B|1|A|A|B|A|A||B||||||||A||B|C|||C|||||A||B|||E|F|G|H|||B|A|A|A||B|||A|B|A||C|||||||B|Muito bom.
2021|31|3126901|0|1|0|11NOV2021|B|30|C|B|D|A|A|A||||||G||12|1|A|B|A|A|A|A|A|156|A|A|A|A|A|A|B||A|A|B|B|A|B|B||B|B|A|B|A|A|B|A|A|B|B||A|B|||||||I|||A|A|A|A|A|B|A|35|A|A|A|A|B|A|A|A|B|B||||||||||A|A|B|115|A|A|A|A|A|A|A|A||C||E|||B|||||||||||A||||||||H|||B|A|A|B||B|||A|A|||||E|||||B|Nenhuma.
2021|31|3126950|0|1|0|14OCT2021|B|57|C|B|D|A|A|A||C|D|||||30||A|B|A|A|B|A|A||A|A|A|A|A|A|B||A|A|B|B|B|B|B||C|B|B|B|B|B|B|B|B|B|B|||||D|||G||I|||A|A|A|A|A|A|A||A|A|B|A|B|A|A|A|B|B||||||||||A|A|B||A|A|B|A|A|A|A||B||||||A||B|C|||||E|||A|A|B|C|D|E|F|G|H|||A|A|A|A||B|||A|B|||||E|||||B|As demandas ofertas estão sendo atendidas.
